Año,Trimestre,Provincia,Usuarios totales,Accesos por cada 100 hogares,Banda ancha fija,Dial up,ADSL,Cablemodem,Fibra óptica,Wireless,Mbps (Media de bajada),Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Más de 30 Mbps
2020,3,Chubut,130027,68.34,129202,825,45761,39386,2897,23216,7,1580,1090,87559,22114,12217,2818,1110
2020,3,Córdoba,867472,75.22,867417,55,276360,430771,102217,48368,34,1680,3064,218599,124833,84236,63823,361021
2020,3,Corrientes,123391,41.75,123388,3,50858,58681,2960,5513,24,720,5270,35190,23315,25308,8615,25344
2020,3,Entre Ríos,241495,58.19,241482,13,87892,106950,13954,20379,22,1300,2911,66648,51478,40797,14377,49395
2020,3,Formosa,49209,31.91,49209,0,21790,10003,2000,15023,18,3910,1510,23163,7432,7125,9910,8219
2020,3,Jujuy,106728,54.04,106728,0,32611,57682,11112,9520,22,550,1820,32131,10566,45198,2930,15238
2020,3,La Pampa,93735,79.26,93619,116,9015,56845,14677,11893,11,2930,8100,66695,782,5577,2189,6322
2020,3,La Rioja,52616,50.12,52613,3,17346,34984,1,2500,12,210,10,37105,5955,466,1240,4748
2020,3,Mendoza,207788,37.35,207173,615,91908,64672,32817,17523,10,580,400,141404,12123,42433,3448,8237
2020,3,Misiones,143186,41.6,143186,0,50195,77989,2572,3445,24,710,5240,39005,24215,25942,13663,30987
2020,3,Neuquén,129235,65.24,128862,373,30222,70446,11043,16787,31,2180,3270,60463,6561,5975,5449,49439
2020,3,Río Negro,131467,57.05,130966,501,49530,40001,10381,13187,21,1140,4660,68986,3769,7096,3455,28488
2020,3,Salta,180846,52.32,180844,2,58216,84128,25445,5764,25,1290,5140,32780,64736,1599,7928,43773
2020,3,San Juan,77327,38.79,77071,256,40092,9223,5509,14023,6,480,1940,65526,7110,6529,410,128
2020,3,San Luis,116565,79.96,116417,148,8401,10077,6,61828,21,1050,0,12199,3351,2666,61319,8
2020,3,Santa Cruz,39281,35.95,39084,197,12845,16098,1027,6938,7,660,0,26888,4015,673,6290,120
2020,3,Santa Fe,802998,72.12,802861,137,295051,405807,45721,37112,26,5680,1241,213353,199381,92095,58797,210562
2020,3,Santiago Del Estero,105492,43.38,105491,1,26419,70720,555,4185,11,1330,9090,33287,57418,4658,2920,3994
2020,3,Tierra Del Fuego,39655,76.81,39366,289,12854,26491,0,0,9,110,0,22094,5414,3726,4810,937
2020,3,Tucumán,223876,53.23,223854,22,149605,11752,59949,1808,35,520,970,45913,5461,33126,3246,84195
2020,2,Provincia de Buenos Aires,3777546,65.22,3772480,5066,661272,2244277,723072,91736,46,37542,31606,1129236,241336,233132,188995,1894466
2020,2,Capital Federal,1357821,106.41,1356431,1390,178896,1106133,39482,3937,60,2640,3120,166474,94585,79858,8016,935481
2020,2,Catamarca,47976,45.43,47975,1,26968,3641,14878,2610,35,630,0,8801,869,10242,4260,16578
2020,2,Chaco,128132,39.83,128129,3,46816,56017,17266,6452,28,3080,9280,24350,2114,29044,12082,33311
2020,2,Chubut,108656,57.34,107831,825,45761,38279,1324,17678,8,1580,1090,69578,22188,10537,1473,614
2020,2,Córdoba,836468,72.71,836413,55,282858,415007,85818,44522,31,1680,4383,219025,125932,8953,63216,325243
2020,2,Corrientes,118866,40.3,118863,3,51248,55536,3144,3927,22,720,5270,34242,22845,25844,7898,22418
2020,2,Entre Ríos,234113,56.54,234100,13,89391,99423,13954,20042,20,1300,3679,66758,5064,4209,12856,43391
2020,2,Formosa,47932,31.14,47932,0,21805,9353,1882,14723,17,3910,1510,23534,7109,6998,9610,7475
2020,2,Jujuy,94316,47.89,94316,0,32705,38938,5057,9520,16,550,1820,30548,10519,26829,2090,9417
2020,2,La Pampa,89809,76.1,89693,116,8551,54422,14232,11314,8,2930,8100,71218,7531,38,1657,3377
2020,2,La Rioja,52155,49.84,52152,3,16885,34984,1,2500,12,210,10,37375,5661,4686,730,4336
2020,2,Mendoza,201184,36.25,200569,615,91904,62941,29613,15924,9,580,400,142253,12439,35274,3248,5422
2020,2,Misiones,140340,40.89,140340,0,50792,74497,2579,3319,23,710,5240,39867,23719,26445,12305,28763
2020,2,Neuquén,126172,63.9,125799,373,30256,67990,11037,15755,29,2180,3270,61171,6103,6625,5296,46432
2020,2,Río Negro,129486,56.37,128985,501,49756,39650,10382,11331,20,1140,4660,70817,3335,7498,3246,26953
2020,2,Salta,177762,51.58,177760,2,59502,81740,24289,5123,23,1290,5140,41801,64463,16989,7741,39594
2020,2,San Juan,69777,35.09,69521,256,40092,8275,5509,7019,6,480,1940,59113,9170,4908,400,127
2020,2,San Luis,113952,78.41,113804,148,8401,8357,6,60935,21,1050,0,11439,3585,1934,60889,8
2020,2,Santa Cruz,38869,35.79,38672,197,12845,16044,1027,6585,7,660,0,26938,4166,6541,5460,119
2020,2,Santa Fe,777932,70.0,777795,137,299974,381679,46698,30487,24,5680,2061,213054,198772,96575,57236,189473
2020,2,Santiago Del Estero,105447,43.47,105446,1,25917,72074,355,3038,10,1330,1779,32557,57709,5178,2470,3328
2020,2,Tierra Del Fuego,39189,76.37,38900,289,12854,26025,0,0,8,110,0,22325,5186,3034,3910,796
2020,2,Tucumán,217156,51.78,217134,22,150084,9833,55120,1357,33,520,970,49028,54537,34184,2246,74377
2020,1,Provincia de Buenos Aires,3708051,64.33,3702985,5066,673237,2210349,720688,85443,45,38215,36802,1122034,236421,247977,20578,1802583
2020,1,Capital Federal,1353494,105.98,1352104,1390,184494,1097635,38898,3911,59,2640,3120,169651,102254,89665,85899,906009
2020,1,Catamarca,39635,37.62,39634,1,21945,3146,12056,2610,29,630,0,8838,7543,9558,4080,10299
2020,1,Chaco,120277,37.48,120274,3,46356,54144,11958,6239,26,3080,9280,23291,19976,29851,10416,28539
2020,1,Chubut,96738,51.27,95938,800,45763,27287,1324,16885,7,1580,1090,69586,12957,7756,124,614
2020,1,Córdoba,811099,70.69,811044,55,286168,406109,68512,41617,29,1420,5128,217229,120188,95827,65733,296875
2020,1,Corrientes,113970,38.73,113967,3,51126,53231,2172,2437,21,720,5270,33479,21382,26679,7351,19467
2020,1,Entre Ríos,231846,56.12,231833,13,90368,95434,13245,18737,19,1300,4081,72280,47132,41125,11988,39794
2020,1,Formosa,46434,30.23,46434,0,21068,8887,1800,1451,16,1127,3420,23761,65,6564,9640,6918
2020,1,Jujuy,91665,46.67,91665,0,32066,38938,3078,9420,14,550,1820,33120,9979,26693,1660,7349
2020,1,La Pampa,89226,75.77,89110,116,8553,53755,13821,11295,7,2930,8110,72740,7199,3029,1342,2113
2020,1,La Rioja,48340,46.35,48337,3,13076,34984,0,2510,8,210,10,37209,5158,464,220,1294
2020,1,Mendoza,183452,33.14,182837,615,91955,50251,28059,12465,8,580,400,140410,12285,17489,286,3818
2020,1,Misiones,133552,39.02,133552,0,51458,69452,1220,4600,22,710,5240,36622,21271,26433,11581,26313
2020,1,Neuquén,121727,61.85,121354,373,29305,65951,11031,14711,28,2180,3270,60152,5257,7123,5399,43738
2020,1,Río Negro,126200,55.12,125699,501,47756,38479,10381,11222,19,1140,4660,69154,293,7857,3199,25488
2020,1,Salta,170381,49.6,170379,2,60426,75593,23025,4125,21,1290,5140,38537,63714,17991,8625,34744
2020,1,San Juan,64231,32.39,63975,256,40092,6448,5508,7082,6,480,1940,59787,1594,1292,400,127
2020,1,San Luis,110552,76.31,110404,148,8301,7612,5,58301,21,1050,0,11322,4164,5250,58258,5
2020,1,Santa Cruz,38822,35.97,38625,197,12845,15766,1026,6817,6,670,110,27447,4993,5169,5290,119
2020,1,Santa Fe,771118,69.52,770981,137,302366,383673,35123,30488,22,6960,2994,217553,196826,10456,48448,173823
2020,1,Santiago Del Estero,102755,42.47,102754,1,24695,70424,200,2779,10,1330,1779,33086,56884,3737,1350,2799
2020,1,Tierra Del Fuego,38794,76.07,38505,289,12854,25632,0,0,7,110,10,22976,5024,1834,1960,518
2020,1,Tucumán,200067,47.85,200045,22,143184,10494,44687,1355,32,520,970,49555,50383,31096,173,67536
2019,4,Provincia de Buenos Aires,3686254,64.25,3681120,5134,720011,2191672,669194,87111,31,33489,27537,1177446,262297,247106,45257,1465133
2019,4,Capital Federal,1358105,106.25,1356695,1410,196938,1093143,35534,3914,44,3070,150,177098,110218,110852,20581,753805
2019,4,Catamarca,38311,36.44,38310,1,22999,3318,9506,2610,25,630,0,9945,7619,9305,8040,7477
2019,4,Chaco,117903,36.84,117900,3,48661,53602,8831,5229,23,830,0,25899,18959,30902,13516,21556
2019,4,Chubut,96102,51.15,95292,810,47045,26977,1324,15267,7,1580,40,69405,12945,7615,124,614
2019,4,Córdoba,806688,70.48,806633,55,296872,410038,53335,3775,26,1420,0,232781,118232,10933,114111,221742
2019,4,Corrientes,113834,38.77,113831,3,52525,51845,2002,2458,19,720,0,35055,2062,27367,9981,15744
2019,4,Entre Ríos,239030,57.99,239017,13,92981,99206,12875,18561,17,470,0,88203,44511,42962,18976,30153
2019,4,Formosa,46711,30.47,46711,0,21567,8684,1760,14531,15,1127,1910,24606,6319,6788,1766,5671
2019,4,Jujuy,88881,45.38,88881,0,32949,37604,873,8140,13,550,0,32920,9632,26764,1020,5286
2019,4,La Pampa,90399,76.92,90280,119,15457,56854,4942,11341,7,2930,3130,76747,69,1951,1287,1342
2019,4,La Rioja,49002,47.14,48999,3,13738,34984,0,2510,8,210,0,37846,5045,4763,220,1305
2019,4,Mendoza,185780,33.65,185157,623,96678,49711,24989,13672,8,7460,90,145139,12955,15237,2165,2628
2019,4,Misiones,135813,39.79,135813,0,53116,69676,847,4410,20,710,0,39664,2084,27305,15626,20799
2019,4,Neuquén,116445,59.36,116069,376,29826,60970,10549,14246,26,2180,10,57370,4439,7357,12059,35001
2019,4,Río Negro,127140,55.71,126636,504,49747,37933,9658,11437,17,1140,0,71847,2797,8558,6968,19837
2019,4,Salta,172445,50.35,172443,2,63272,76062,21865,304,19,1490,10,42159,67656,15369,1417,25821
2019,4,San Juan,64974,32.85,64715,259,41360,6338,4931,7241,6,480,10,60626,1594,1292,400,127
2019,4,San Luis,108201,74.92,108053,148,8569,8027,6,55266,21,1050,0,11901,4164,5250,55216,3
2019,4,Santa Cruz,39370,36.71,39170,200,13264,15899,1036,68,5,670,0,32368,4346,2224,70,8
2019,4,Santa Fe,769169,69.48,769019,150,312072,382254,27464,26978,21,6980,0,230234,190664,113527,70998,135576
2019,4,Santiago Del Estero,103588,42.92,103587,1,24682,71239,200,281,10,1330,9080,34911,56309,3756,1050,2449
2019,4,Tierra Del Fuego,40392,79.7,40101,291,13261,26821,0,0,7,110,0,23593,505,1848,1390,1962
2019,4,Tucumán,198644,47.65,198621,23,146985,11012,39574,7250,30,550,0,54544,52017,28916,6405,56707
2019,3,Provincia de Buenos Aires,3960233,69.36,3950114,10119,1277249,2144956,425386,85572,26,23892,44648,1432722,222812,260506,483572,1246209
2019,3,Capital Federal,1441211,112.65,1437734,3477,300288,1080973,24900,3895,39,1040,3680,269704,120924,138011,258591,655108
2019,3,Catamarca,32400,30.88,32391,9,24349,5543,13,2440,9,340,430,14449,9285,6333,720,15
2019,3,Chaco,114451,35.85,114438,13,50416,49156,8063,5224,20,690,1216,32764,28198,13336,12987,16740
2019,3,Chubut,89005,47.57,87481,1524,37298,27090,1917,15149,7,740,8400,62680,13033,7171,124,614
2019,3,Córdoba,783053,68.59,782946,107,307780,399231,30064,37277,23,830,5824,240151,106651,118486,146247,157546
2019,3,Corrientes,112759,38.49,112749,10,53344,50230,1888,2458,17,100,5970,42231,29628,10348,10388,12674
2019,3,Entre Ríos,238102,57.9,238057,45,94947,96305,12888,1853,15,190,4446,99656,56161,17064,21216,22645
2019,3,Formosa,46066,30.11,46066,0,21777,8359,1476,14292,13,111,3490,24943,6049,7117,2262,4443
2019,3,Jujuy,86576,44.32,86575,1,33110,35742,274,8120,12,270,8850,31722,924,26835,560,3671
2019,3,La Pampa,90828,77.45,90559,269,19469,52941,4994,11462,6,2370,3289,75849,5922,1611,1359,941
2019,3,La Rioja,49677,47.94,49659,18,14390,34984,11,2510,8,90,100,38657,4786,4887,220,1307
2019,3,Mendoza,224337,40.74,223015,1322,148640,54312,6865,12975,6,210,1269,206821,2958,10093,1263,349
2019,3,Misiones,133883,39.33,133883,0,54493,65872,829,4190,18,470,1928,43530,29375,11256,16107,16650
2019,3,Neuquén,125421,64.14,123435,1986,43347,60484,5560,13512,24,450,2258,62909,4586,9597,16923,28458
2019,3,Río Negro,144295,63.42,143391,904,67478,37425,9739,10806,16,470,1234,87435,2348,9779,10176,15505
2019,3,Salta,151835,44.48,151834,1,65799,74329,733,158,15,490,9000,43160,6223,14309,11418,12357
2019,3,San Juan,73098,37.06,72535,563,51670,7425,1227,7241,6,220,1710,68315,2245,1267,410,128
2019,3,San Luis,122700,85.23,122409,291,13037,10561,350,62286,20,570,1000,18643,5113,4670,62242,5
2019,3,Santa Cruz,37970,35.63,37642,328,10663,17056,969,6544,5,280,840,31612,4472,1203,270,4
2019,3,Santa Fe,760934,68.87,760706,228,319396,377171,18690,24269,18,6400,8184,242454,193286,107068,84325,97082
2019,3,Santiago Del Estero,133132,55.3,133130,2,24556,71198,219,2759,9,390,1832,35554,55172,3612,860,1836
2019,3,Tierra Del Fuego,48587,96.46,48043,544,19790,26659,651,0,7,60,140,32133,4692,1756,820,226
2019,3,Tucumán,164131,39.49,164099,32,150918,12089,116,6840,19,160,1100,71043,47693,24354,8430,20385
2019,2,Provincia de Buenos Aires,3855698,67.85,3845594,10104,1284658,2079900,382971,7524,22,199768,46852,1436259,217785,438663,502275,985767
2019,2,Capital Federal,1415620,110.55,1412177,3443,309937,1061358,36082,3962,30,740,1027,281370,124087,239691,296155,475991
2019,2,Catamarca,33635,32.13,33626,9,25682,5543,13,1460,9,340,430,16631,867,6049,340,10
2019,2,Chaco,108734,34.14,108721,13,50765,47448,4203,4727,16,690,1383,38488,26431,16789,15348,9904
2019,2,Chubut,87556,46.99,86038,1518,37313,26338,1917,14443,6,660,3952,69032,10049,1495,740,165
2019,2,Córdoba,775128,68.07,775023,105,314768,388254,23023,33847,18,810,8165,248427,100512,157458,170159,76053
2019,2,Corrientes,111549,38.16,111539,10,53835,47431,1701,2444,14,100,3012,40424,27774,13114,11928,7119
2019,2,Entre Ríos,235824,57.48,235780,44,97081,91081,12764,17369,12,180,5905,100687,52316,23196,24221,10664
2019,2,Formosa,46438,30.42,46438,0,21916,8686,1382,14292,11,111,3490,26512,5399,8384,2639,2258
2019,2,Jujuy,86707,44.51,86706,1,33022,30742,274,8120,12,270,9400,26233,8441,267,270,2600
2019,2,La Pampa,90205,77.08,89937,268,19471,52101,4840,10789,5,2360,3289,75406,5191,1366,1445,629
2019,2,La Rioja,50301,48.7,50283,18,15014,34984,11,2510,8,90,110,39819,4297,4857,130,1298
2019,2,Mendoza,223857,40.75,222535,1322,148673,54027,6865,12748,6,200,2522,205165,2971,10092,1256,234
2019,2,Misiones,132878,39.15,132878,0,55373,64272,543,4210,14,470,2226,45769,27385,15408,18882,8129
2019,2,Neuquén,122953,63.08,120954,1999,43420,59021,4983,12792,17,3020,3038,61776,4688,17318,2121,14132
2019,2,Río Negro,138547,61.09,137632,915,67841,36527,4037,10485,12,3840,1354,86366,2201,10291,12407,6907
2019,2,Salta,142568,41.89,142567,1,68827,62343,725,121,13,490,9740,59638,36923,16961,14059,6461
2019,2,San Juan,70025,35.6,69461,564,51680,7425,1174,287,6,220,2130,60913,2177,7850,70,4
2019,2,San Luis,117385,81.79,117094,291,11130,10298,347,57242,20,570,1020,16575,4964,4670,57236,5
2019,2,Santa Cruz,30550,28.85,30225,325,10665,10257,379,6514,6,250,840,24861,3806,1202,280,4
2019,2,Santa Fe,743484,67.42,743258,226,325420,355140,18236,2198,15,3210,8427,300124,125176,129741,100131,49865
2019,2,Santiago Del Estero,126754,52.79,126752,2,24393,64783,219,2759,7,390,1832,63268,21362,3741,1080,1205
2019,2,Tierra Del Fuego,47454,94.8,46910,544,19790,25527,651,0,6,60,1230,41824,4241,1573,960,32
2019,2,Tucumán,166331,40.14,166299,32,153121,12089,116,6840,19,160,1570,78891,44296,24291,6280,18394
2019,1,Provincia de Buenos Aires,3746667,66.24,3736563,10104,1304507,2020730,336362,64867,20,162513,72296,1429964,202511,576428,576859,705769
2019,1,Capital Federal,1399600,109.2,1396157,3443,328246,1030814,32281,3978,25,740,7417,283787,131007,330122,365713,283463
2019,1,Catamarca,33622,32.19,33613,9,26912,4443,16,0,8,340,1708,18761,6443,5606,290,7
2019,1,Chaco,103677,32.64,103664,13,53409,43555,1951,3628,13,690,3801,38719,25632,18965,12393,6368
2019,1,Chubut,79778,43.0,78260,1518,37302,23065,1923,14443,6,660,3938,71077,6571,7870,740,165
2019,1,Córdoba,744115,65.52,744010,105,323272,363959,19902,24615,16,810,20403,242769,96997,200681,127965,50716
2019,1,Corrientes,102487,35.13,102477,10,55842,43444,1615,1528,12,100,647,38402,26562,15498,9688,5029
2019,1,Entre Ríos,232447,56.79,232403,44,100999,90253,12723,16231,11,180,9217,107013,50068,28957,18146,7619
2019,1,Formosa,45211,29.68,45211,0,22570,7878,940,13761,10,111,3023,23085,5301,9027,2099,1654
2019,1,Jujuy,90147,46.41,90146,1,33248,12484,153,6400,9,270,2817,30727,7811,4021,300,1141
2019,1,La Pampa,89160,76.35,88892,268,18832,57373,2891,9023,5,2360,8327,70538,4466,1061,1354,405
2019,1,La Rioja,51656,50.18,51638,18,16367,34984,12,2520,7,90,1169,40285,4088,5216,170,869
2019,1,Mendoza,206298,37.66,204976,1322,148524,40205,5662,10363,6,200,1786,205383,2837,5702,1110,140
2019,1,Misiones,122720,36.26,122720,0,54898,59214,465,4260,13,470,5946,45266,2589,19111,16552,5167
2019,1,Neuquén,114377,58.88,112321,2056,40747,55634,3114,1251,16,1328,3055,52360,1781,21452,17135,11026
2019,1,Río Negro,121088,53.57,120173,915,68377,34124,3994,9736,10,3840,1583,84845,2037,13615,9567,5076
2019,1,Salta,136020,40.1,136019,1,74426,57933,647,1135,10,490,4232,59244,36473,2291,10861,2242
2019,1,San Juan,62445,31.83,61881,564,51660,5838,808,2932,6,220,2290,62380,2660,5200,30,2
2019,1,San Luis,96335,67.34,96044,291,11108,7784,378,53097,9,570,1200,21380,53214,3450,60,2
2019,1,Santa Cruz,24905,23.67,24580,325,10659,4615,382,6514,6,250,1280,21990,2731,7020,260,4
2019,1,Santa Fe,737078,66.97,736851,227,340038,340344,15621,23215,13,3330,2935,296798,122959,153212,74575,36502
2019,1,Santiago Del Estero,89853,37.52,89851,2,25337,61547,23,2847,6,390,3372,62895,20691,3959,850,494
2019,1,Tierra Del Fuego,46447,93.38,45903,544,19789,23549,1623,0,6,60,1310,38851,3623,6410,800,29
2019,1,Tucumán,172002,41.63,171970,32,159215,11670,118,6780,17,160,5188,82240,42877,2621,8470,14839
2018,4,Provincia de Buenos Aires,3636606,64.6,3626502,10104,1305576,1949637,296102,65477,17,134673,73761,1422463,194426,577679,949093,265386
2018,4,Capital Federal,1389020,108.27,1385577,3443,328253,1019490,33042,3978,23,740,7388,283281,143309,330496,437662,186810
2018,4,Catamarca,33583,32.23,33574,9,26912,4443,16,0,8,340,1669,17955,6425,5461,290,7
2018,4,Chaco,103270,32.59,103257,13,53409,43555,1940,3236,13,690,3405,36437,25633,18965,12393,6368
2018,4,Chubut,78722,42.61,77204,1518,37215,23065,952,14443,6,660,3917,66061,6215,5310,6230,165
2018,4,Córdoba,737339,65.09,737234,105,328854,355716,17675,21851,16,810,24102,228475,97277,201639,128053,48809
2018,4,Corrientes,100601,34.57,100591,10,55842,42418,796,1515,12,100,6438,37376,26562,15498,9688,5029
2018,4,Entre Ríos,222047,54.37,222003,44,101168,86198,4853,15472,11,180,8769,94780,50027,29002,18146,7612
2018,4,Formosa,45204,29.74,45204,0,22619,7880,887,13761,10,111,3074,22962,5285,9027,2092,1654
2018,4,Jujuy,90133,46.53,90132,1,33248,12484,153,6400,9,270,2803,30727,7811,4021,300,1141
2018,4,La Pampa,85636,73.49,85368,268,18832,55337,2685,7772,4,2410,7727,70508,3661,9780,1328,270
2018,4,La Rioja,51651,50.35,51633,18,16367,34984,12,2520,7,90,1164,40285,4088,5216,170,869
2018,4,Mendoza,206304,37.76,204982,1322,148524,40205,5665,10363,6,200,1463,197450,2494,4726,190,132
2018,4,Misiones,116273,34.45,116273,0,55500,53673,465,4260,12,470,5981,43267,26019,19226,16566,5167
2018,4,Neuquén,114365,59.07,112309,2056,40747,55634,3115,12425,16,1328,3044,52313,1781,21452,17135,11025
2018,4,Río Negro,116837,51.86,115922,915,68377,34292,1299,8037,10,3840,1225,83412,6430,1344,9569,5070
2018,4,Salta,134578,39.8,134577,1,74295,57539,638,2530,10,490,3659,58492,36365,2291,10861,2242
2018,4,San Juan,62398,31.9,61834,564,51660,5838,806,2883,6,220,1465,59811,1800,3120,10,1
2018,4,San Luis,96331,67.55,96040,291,11108,7784,378,53097,9,570,1090,19164,53183,1190,620,2
2018,4,Santa Cruz,24768,23.69,24443,325,10659,4615,382,6378,5,250,1150,23107,7790,2060,10,4
2018,4,Santa Fe,720390,65.59,720161,229,335519,322782,14387,18705,13,3350,31397,276301,121009,152039,74432,36427
2018,4,Santiago Del Estero,89335,37.4,89333,2,25339,61243,23,2649,6,390,325,61347,20127,3686,770,483
2018,4,Tierra Del Fuego,46260,93.59,45716,544,19789,23349,1623,0,7,60,270,29919,6323,9894,240,67
2018,4,Tucumán,172004,41.76,171972,32,159215,11670,119,6860,17,160,5244,82089,42766,26111,8470,14839
2018,3,Provincia de Buenos Aires,3610277,64.44,3599714,10563,1435856,1929273,156382,62318,17,9910,80459,1445733,190805,63609,897964,237248
2018,3,Capital Federal,1392490,108.45,1385804,6686,334353,1009252,35694,3872,22,730,8493,287919,147253,370677,41502,165055
2018,3,Catamarca,34226,32.92,34215,11,27553,4443,15,10,8,340,1994,18475,6358,532,340,7
2018,3,Chaco,102033,32.28,102021,12,53927,42359,1990,2628,13,700,3503,38729,24916,20335,11085,5667
2018,3,Chubut,103736,56.39,101310,2426,58887,23065,1239,13817,6,670,3951,91096,6162,5310,6230,164
2018,3,Córdoba,725858,64.24,725764,94,337620,342401,15785,19213,15,810,24767,224471,96372,221984,109333,39854
2018,3,Corrientes,99456,34.25,99445,11,56444,41300,212,1468,11,110,6754,38364,24953,16601,8357,4419
2018,3,Entre Ríos,204608,50.22,204560,48,103318,83714,2403,15093,11,180,9048,96095,45651,31353,15111,6786
2018,3,Formosa,44865,29.58,44865,0,22777,7589,817,13625,9,111,3365,22624,5259,9336,1729,1434
2018,3,Jujuy,44935,23.26,44934,1,33363,10856,32,6410,8,3450,302,29048,7756,4066,390,623
2018,3,La Pampa,83424,71.75,83180,244,12415,54574,8437,7011,4,2420,8417,68507,3153,9200,1189,216
2018,3,La Rioja,51872,50.73,51855,17,16587,34984,13,2530,6,90,1291,40647,4138,5425,200,339
2018,3,Mendoza,207029,37.99,205545,1484,151033,40205,5744,8195,6,200,1525,199297,2476,4727,270,129
2018,3,Misiones,108042,32.1,108042,0,56290,50793,512,3910,12,480,5749,39617,24747,21212,14674,4547
2018,3,Neuquén,116718,60.49,114713,2005,46602,54129,998,12277,15,1396,2244,55822,1647,23785,15218,9718
2018,3,Río Negro,113492,50.54,112433,1059,68590,33474,1252,5051,10,4090,5221,75929,5120,14912,847,4332
2018,3,Salta,132883,39.43,132882,1,76600,53980,678,2340,9,1160,3721,61795,32782,25582,9224,502
